Granule UR,Producer Granule ID,Start Time,End Time,Online Access URLs,Browse URLs,Cloud Cover,Day/Night,Size
SC:MOD13Q1.005:2054609161,MOD13Q1.A2003305.h12v12.005.2008022172125.hdf,2003-11-01T00:00:00.0000000Z,2003-11-16T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2003.11.01/MOD13Q1.A2003305.h12v12.005.2008022172125.hdf,,0,DAY,"247,534015"
SC:MOD13Q1.005:2055076731,MOD13Q1.A2003321.h12v12.005.2008036213228.hdf,2003-11-17T00:00:00.0000000Z,2003-12-02T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2003.11.17/MOD13Q1.A2003321.h12v12.005.2008036213228.hdf,,0,DAY,"247,456945"
SC:MOD13Q1.005:2055150533,MOD13Q1.A2003321.h13v12.005.2008036184123.hdf,2003-11-17T00:00:00.0000000Z,2003-12-02T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2003.11.17/MOD13Q1.A2003321.h13v12.005.2008036184123.hdf,,0,DAY,"131,153651"
SC:MOD13Q1.005:2065649682,MOD13Q1.A2003337.h12v12.005.2008266085446.hdf,2003-12-03T00:00:00.0000000Z,2003-12-18T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2003.12.03/MOD13Q1.A2003337.h12v12.005.2008266085446.hdf,,1,DAY,"240,058771"
SC:MOD13Q1.005:2065650007,MOD13Q1.A2003337.h13v12.005.2008266092101.hdf,2003-12-03T00:00:00.0000000Z,2003-12-18T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2003.12.03/MOD13Q1.A2003337.h13v12.005.2008266092101.hdf,,0,DAY,"127,782777"
SC:MOD13Q1.005:2055399319,MOD13Q1.A2003353.h13v12.005.2008041033330.hdf,2003-12-19T00:00:00.0000000Z,2004-01-03T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2003.12.19/MOD13Q1.A2003353.h13v12.005.2008041033330.hdf,,0,DAY,"127,453991"
SC:MOD13Q1.005:2055398088,MOD13Q1.A2003353.h12v12.005.2008041030603.hdf,2003-12-19T00:00:00.0000000Z,2004-01-03T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2003.12.19/MOD13Q1.A2003353.h12v12.005.2008041030603.hdf,,0,DAY,"250,807161"
SC:MOD13Q1.005:2046341271,MOD13Q1.A2004001.h12v12.005.2007236040932.hdf,2004-01-01T00:00:00.0000000Z,2004-01-16T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.01.01/MOD13Q1.A2004001.h12v12.005.2007236040932.hdf,,0,DAY,"258,571529"
SC:MOD13Q1.005:2046340051,MOD13Q1.A2004001.h13v12.005.2007236031619.hdf,2004-01-01T00:00:00.0000000Z,2004-01-16T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.01.01/MOD13Q1.A2004001.h13v12.005.2007236031619.hdf,,0,DAY,"132,445725"
SC:MOD13Q1.005:2064390236,MOD13Q1.A2004017.h13v12.005.2008224143819.hdf,2004-01-17T00:00:00.0000000Z,2004-02-01T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.01.17/MOD13Q1.A2004017.h13v12.005.2008224143819.hdf,,1,DAY,"119,500133"
SC:MOD13Q1.005:2064395454,MOD13Q1.A2004017.h12v12.005.2008224175646.hdf,2004-01-17T00:00:00.0000000Z,2004-02-01T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.01.17/MOD13Q1.A2004017.h12v12.005.2008224175646.hdf,,0,DAY,"232,048821"
SC:MOD13Q1.005:2046909865,MOD13Q1.A2004033.h13v12.005.2007245210106.hdf,2004-02-02T00:00:00.0000000Z,2004-02-17T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.02.02/MOD13Q1.A2004033.h13v12.005.2007245210106.hdf,,0,DAY,"127,442484"
SC:MOD13Q1.005:2046911510,MOD13Q1.A2004033.h12v12.005.2007245221141.hdf,2004-02-02T00:00:00.0000000Z,2004-02-17T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.02.02/MOD13Q1.A2004033.h12v12.005.2007245221141.hdf,,0,DAY,"245,777303"
SC:MOD13Q1.005:2047194430,MOD13Q1.A2004049.h12v12.005.2007250151606.hdf,2004-02-18T00:00:00.0000000Z,2004-03-04T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.02.18/MOD13Q1.A2004049.h12v12.005.2007250151606.hdf,,0,DAY,"253,079321"
SC:MOD13Q1.005:2047192960,MOD13Q1.A2004049.h13v12.005.2007250141649.hdf,2004-02-18T00:00:00.0000000Z,2004-03-04T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.02.18/MOD13Q1.A2004049.h13v12.005.2007250141649.hdf,,0,DAY,"127,831289"
SC:MOD13Q1.005:2047459166,MOD13Q1.A2004065.h12v12.005.2007255094807.hdf,2004-03-05T00:00:00.0000000Z,2004-03-20T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.03.05/MOD13Q1.A2004065.h12v12.005.2007255094807.hdf,,1,DAY,"251,57264"
SC:MOD13Q1.005:2047457980,MOD13Q1.A2004065.h13v12.005.2007255083233.hdf,2004-03-05T00:00:00.0000000Z,2004-03-20T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.03.05/MOD13Q1.A2004065.h13v12.005.2007255083233.hdf,,1,DAY,"125,537838"
SC:MOD13Q1.005:2047707650,MOD13Q1.A2004081.h13v12.005.2007261052346.hdf,2004-03-21T00:00:00.0000000Z,2004-04-05T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.03.21/MOD13Q1.A2004081.h13v12.005.2007261052346.hdf,,1,DAY,"131,822133"
SC:MOD13Q1.005:2047707072,MOD13Q1.A2004081.h12v12.005.2007261061041.hdf,2004-03-21T00:00:00.0000000Z,2004-04-05T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.03.21/MOD13Q1.A2004081.h12v12.005.2007261061041.hdf,,1,DAY,"247,536457"
SC:MOD13Q1.005:2064416131,MOD13Q1.A2004097.h12v12.005.2008225101941.hdf,2004-04-06T00:00:00.0000000Z,2004-04-21T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.04.06/MOD13Q1.A2004097.h12v12.005.2008225101941.hdf,,1,DAY,"230,186564"
SC:MOD13Q1.005:2064415951,MOD13Q1.A2004097.h13v12.005.2008225101207.hdf,2004-04-06T00:00:00.0000000Z,2004-04-21T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.04.06/MOD13Q1.A2004097.h13v12.005.2008225101207.hdf,,1,DAY,"125,777989"
SC:MOD13Q1.005:2048409988,MOD13Q1.A2004113.h13v12.005.2007272015844.hdf,2004-04-22T00:00:00.0000000Z,2004-05-07T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.04.22/MOD13Q1.A2004113.h13v12.005.2007272015844.hdf,,1,BOTH,"123,321294"
SC:MOD13Q1.005:2048420607,MOD13Q1.A2004113.h12v12.005.2007272072846.hdf,2004-04-22T00:00:00.0000000Z,2004-05-07T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.04.22/MOD13Q1.A2004113.h12v12.005.2007272072846.hdf,,1,BOTH,"241,165254"
SC:MOD13Q1.005:2048787996,MOD13Q1.A2004129.h13v12.005.2007279180638.hdf,2004-05-08T00:00:00.0000000Z,2004-05-23T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.05.08/MOD13Q1.A2004129.h13v12.005.2007279180638.hdf,,1,DAY,"117,753243"
SC:MOD13Q1.005:2048784309,MOD13Q1.A2004129.h12v12.005.2007279154522.hdf,2004-05-08T00:00:00.0000000Z,2004-05-23T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.05.08/MOD13Q1.A2004129.h12v12.005.2007279154522.hdf,,2,DAY,"230,503929"
SC:MOD13Q1.005:2049197523,MOD13Q1.A2004145.h13v12.005.2007287191610.hdf,2004-05-24T00:00:00.0000000Z,2004-06-08T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.05.24/MOD13Q1.A2004145.h13v12.005.2007287191610.hdf,,1,DAY,"122,113711"
SC:MOD13Q1.005:2049206570,MOD13Q1.A2004145.h12v12.005.2007288003514.hdf,2004-05-24T00:00:00.0000000Z,2004-06-08T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.05.24/MOD13Q1.A2004145.h12v12.005.2007288003514.hdf,,2,DAY,"238,351073"
SC:MOD13Q1.005:2065134880,MOD13Q1.A2004161.h12v12.005.2008252063728.hdf,2004-06-09T00:00:00.0000000Z,2004-06-24T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.06.09/MOD13Q1.A2004161.h12v12.005.2008252063728.hdf,,6,DAY,"220,164495"
SC:MOD13Q1.005:2065139321,MOD13Q1.A2004161.h13v12.005.2008252104346.hdf,2004-06-09T00:00:00.0000000Z,2004-06-24T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.06.09/MOD13Q1.A2004161.h13v12.005.2008252104346.hdf,,1,DAY,"118,444647"
SC:MOD13Q1.005:2049614230,MOD13Q1.A2004177.h12v12.005.2007295180321.hdf,2004-06-25T00:00:00.0000000Z,2004-07-10T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.06.25/MOD13Q1.A2004177.h12v12.005.2007295180321.hdf,,4,DAY,"234,018201"
SC:MOD13Q1.005:2049608333,MOD13Q1.A2004177.h13v12.005.2007295142914.hdf,2004-06-25T00:00:00.0000000Z,2004-07-10T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.06.25/MOD13Q1.A2004177.h13v12.005.2007295142914.hdf,,1,DAY,"122,263529"
SC:MOD13Q1.005:2049803059,MOD13Q1.A2004193.h12v12.005.2007299141214.hdf,2004-07-11T00:00:00.0000000Z,2004-07-26T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.07.11/MOD13Q1.A2004193.h12v12.005.2007299141214.hdf,,9,DAY,"225,114647"
SC:MOD13Q1.005:2049829763,MOD13Q1.A2004193.h13v12.005.2007300071322.hdf,2004-07-11T00:00:00.0000000Z,2004-07-26T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.07.11/MOD13Q1.A2004193.h13v12.005.2007300071322.hdf,,1,DAY,"120,41139"
SC:MOD13Q1.005:2078309396,MOD13Q1.A2004209.h12v12.005.2010055011408.hdf,2004-07-27T00:00:00.000000Z,2004-08-11T23:59:59.000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.07.27/MOD13Q1.A2004209.h12v12.005.2010055011408.hdf,,4,DAY,"226,2"
SC:MOD13Q1.005:2078310033,MOD13Q1.A2004209.h13v12.005.2010055025221.hdf,2004-07-27T00:00:00.000000Z,2004-08-11T23:59:59.000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.07.27/MOD13Q1.A2004209.h13v12.005.2010055025221.hdf,,1,DAY,"116,416"
SC:MOD13Q1.005:2050299148,MOD13Q1.A2004225.h12v12.005.2007309181252.hdf,2004-08-12T00:00:00.0000000Z,2004-08-27T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.08.12/MOD13Q1.A2004225.h12v12.005.2007309181252.hdf,,2,DAY,"232,242932"
SC:MOD13Q1.005:2050294162,MOD13Q1.A2004225.h13v12.005.2007309170334.hdf,2004-08-12T00:00:00.0000000Z,2004-08-27T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.08.12/MOD13Q1.A2004225.h13v12.005.2007309170334.hdf,,1,DAY,"117,1621"
SC:MOD13Q1.005:2065351815,MOD13Q1.A2004241.h13v12.005.2008258024811.hdf,2004-08-28T00:00:00.0000000Z,2004-09-12T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.08.28/MOD13Q1.A2004241.h13v12.005.2008258024811.hdf,,1,DAY,"118,984482"
SC:MOD13Q1.005:2065352321,MOD13Q1.A2004241.h12v12.005.2008258025020.hdf,2004-08-28T00:00:00.0000000Z,2004-09-12T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.08.28/MOD13Q1.A2004241.h12v12.005.2008258025020.hdf,,2,DAY,"229,058529"
SC:MOD13Q1.005:2050688208,MOD13Q1.A2004257.h12v12.005.2007317103436.hdf,2004-09-13T00:00:00.0000000Z,2004-09-28T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.09.13/MOD13Q1.A2004257.h12v12.005.2007317103436.hdf,,1,DAY,"252,78469"
SC:MOD13Q1.005:2050687025,MOD13Q1.A2004257.h13v12.005.2007317095443.hdf,2004-09-13T00:00:00.0000000Z,2004-09-28T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.09.13/MOD13Q1.A2004257.h13v12.005.2007317095443.hdf,,1,DAY,"128,756351"
SC:MOD13Q1.005:2065225365,MOD13Q1.A2004273.h13v12.005.2008254145505.hdf,2004-09-29T00:00:00.0000000Z,2004-10-14T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.09.29/MOD13Q1.A2004273.h13v12.005.2008254145505.hdf,,1,DAY,"128,463836"
SC:MOD13Q1.005:2065228142,MOD13Q1.A2004273.h12v12.005.2008254160610.hdf,2004-09-29T00:00:00.0000000Z,2004-10-14T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.09.29/MOD13Q1.A2004273.h12v12.005.2008254160610.hdf,,1,DAY,"235,794527"
SC:MOD13Q1.005:2065303183,MOD13Q1.A2004289.h13v12.005.2008256093602.hdf,2004-10-15T00:00:00.0000000Z,2004-10-30T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.10.15/MOD13Q1.A2004289.h13v12.005.2008256093602.hdf,,1,DAY,"131,532518"
SC:MOD13Q1.005:2065303443,MOD13Q1.A2004289.h12v12.005.2008256093141.hdf,2004-10-15T00:00:00.0000000Z,2004-10-30T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.10.15/MOD13Q1.A2004289.h12v12.005.2008256093141.hdf,,2,DAY,"251,864932"
SC:MOD13Q1.005:2063340833,MOD13Q1.A2004305.h13v12.005.2008187110126.hdf,2004-10-31T00:00:00.0000000Z,2004-11-15T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.10.31/MOD13Q1.A2004305.h13v12.005.2008187110126.hdf,,0,DAY,"117,290242"
SC:MOD13Q1.005:2063341833,MOD13Q1.A2004305.h12v12.005.2008187113114.hdf,2004-10-31T00:00:00.0000000Z,2004-11-15T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.10.31/MOD13Q1.A2004305.h12v12.005.2008187113114.hdf,,1,DAY,"240,719484"
SC:MOD13Q1.005:2064463675,MOD13Q1.A2004321.h13v12.005.2008226155409.hdf,2004-11-16T00:00:00.0000000Z,2004-12-01T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.11.16/MOD13Q1.A2004321.h13v12.005.2008226155409.hdf,,0,DAY,"129,991601"
SC:MOD13Q1.005:2064463689,MOD13Q1.A2004321.h12v12.005.2008226164117.hdf,2004-11-16T00:00:00.0000000Z,2004-12-01T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.11.16/MOD13Q1.A2004321.h12v12.005.2008226164117.hdf,,1,DAY,"250,708838"
SC:MOD13Q1.005:2052095397,MOD13Q1.A2004337.h12v12.005.2007341051003.hdf,2004-12-02T00:00:00.0000000Z,2004-12-17T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.12.02/MOD13Q1.A2004337.h12v12.005.2007341051003.hdf,,0,DAY,"248,414339"
SC:MOD13Q1.005:2051914362,MOD13Q1.A2004337.h13v12.005.2007341035339.hdf,2004-12-02T00:00:00.0000000Z,2004-12-17T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.12.02/MOD13Q1.A2004337.h13v12.005.2007341035339.hdf,,0,DAY,"133,845399"
SC:MOD13Q1.005:2065465484,MOD13Q1.A2004353.h13v12.005.2008260231059.hdf,2004-12-18T00:00:00.0000000Z,2005-01-02T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.12.18/MOD13Q1.A2004353.h13v12.005.2008260231059.hdf,,0,DAY,"132,177669"
SC:MOD13Q1.005:2065467891,MOD13Q1.A2004353.h12v12.005.2008260232343.hdf,2004-12-18T00:00:00.0000000Z,2005-01-02T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2004.12.18/MOD13Q1.A2004353.h12v12.005.2008260232343.hdf,,0,DAY,"254,486282"
SC:MOD13Q1.005:2052492640,MOD13Q1.A2005001.h13v12.005.2007352094718.hdf,2005-01-01T00:00:00.0000000Z,2005-01-16T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.01.01/MOD13Q1.A2005001.h13v12.005.2007352094718.hdf,,0,DAY,"133,938182"
SC:MOD13Q1.005:2052558911,MOD13Q1.A2005001.h12v12.005.2007352095759.hdf,2005-01-01T00:00:00.0000000Z,2005-01-16T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.01.01/MOD13Q1.A2005001.h12v12.005.2007352095759.hdf,,0,DAY,"250,080837"
SC:MOD13Q1.005:2052551031,MOD13Q1.A2005017.h12v12.005.2007353131605.hdf,2005-01-17T00:00:00.0000000Z,2005-02-01T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.01.17/MOD13Q1.A2005017.h12v12.005.2007353131605.hdf,,0,DAY,"258,844615"
SC:MOD13Q1.005:2052547366,MOD13Q1.A2005017.h13v12.005.2007353092636.hdf,2005-01-17T00:00:00.0000000Z,2005-02-01T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.01.17/MOD13Q1.A2005017.h13v12.005.2007353092636.hdf,,0,DAY,"138,987206"
SC:MOD13Q1.005:2053047967,MOD13Q1.A2005033.h12v12.005.2007361062748.hdf,2005-02-02T00:00:00.0000000Z,2005-02-17T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.02.02/MOD13Q1.A2005033.h12v12.005.2007361062748.hdf,,0,DAY,"245,836476"
SC:MOD13Q1.005:2052842555,MOD13Q1.A2005033.h13v12.005.2007361065337.hdf,2005-02-02T00:00:00.0000000Z,2005-02-17T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.02.02/MOD13Q1.A2005033.h13v12.005.2007361065337.hdf,,0,DAY,"119,772768"
SC:MOD13Q1.005:2063792176,MOD13Q1.A2005049.h13v12.005.2008200214129.hdf,2005-02-18T00:00:00.0000000Z,2005-03-05T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.02.18/MOD13Q1.A2005049.h13v12.005.2008200214129.hdf,,0,DAY,"130,036944"
SC:MOD13Q1.005:2063792180,MOD13Q1.A2005049.h12v12.005.2008200213229.hdf,2005-02-18T00:00:00.0000000Z,2005-03-05T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.02.18/MOD13Q1.A2005049.h12v12.005.2008200213229.hdf,,0,DAY,"255,624013"
SC:MOD13Q1.005:2053321362,MOD13Q1.A2005065.h12v12.005.2008001164909.hdf,2005-03-06T00:00:00.0000000Z,2005-03-21T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.03.06/MOD13Q1.A2005065.h12v12.005.2008001164909.hdf,,0,DAY,"250,509107"
SC:MOD13Q1.005:2053323106,MOD13Q1.A2005065.h13v12.005.2008001193301.hdf,2005-03-06T00:00:00.0000000Z,2005-03-21T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.03.06/MOD13Q1.A2005065.h13v12.005.2008001193301.hdf,,1,DAY,"127,458058"
SC:MOD13Q1.005:2053645720,MOD13Q1.A2005081.h12v12.005.2008008060729.hdf,2005-03-22T00:00:00.0000000Z,2005-04-06T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.03.22/MOD13Q1.A2005081.h12v12.005.2008008060729.hdf,,1,DAY,"253,006081"
SC:MOD13Q1.005:2053645174,MOD13Q1.A2005081.h13v12.005.2008008053913.hdf,2005-03-22T00:00:00.0000000Z,2005-04-06T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.03.22/MOD13Q1.A2005081.h13v12.005.2008008053913.hdf,,1,DAY,"126,491387"
SC:MOD13Q1.005:2054281295,MOD13Q1.A2005097.h13v12.005.2008019010738.hdf,2005-04-07T00:00:00.0000000Z,2005-04-22T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.04.07/MOD13Q1.A2005097.h13v12.005.2008019010738.hdf,,1,DAY,"125,379567"
SC:MOD13Q1.005:2054283375,MOD13Q1.A2005097.h12v12.005.2008019020122.hdf,2005-04-07T00:00:00.0000000Z,2005-04-22T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.04.07/MOD13Q1.A2005097.h12v12.005.2008019020122.hdf,,1,DAY,"256,077829"
SC:MOD13Q1.005:2054594442,MOD13Q1.A2005113.h13v12.005.2008022221459.hdf,2005-04-23T00:00:00.0000000Z,2005-05-08T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.04.23/MOD13Q1.A2005113.h13v12.005.2008022221459.hdf,,1,DAY,"126,829938"
SC:MOD13Q1.005:2054597412,MOD13Q1.A2005113.h12v12.005.2008022212443.hdf,2005-04-23T00:00:00.0000000Z,2005-05-08T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.04.23/MOD13Q1.A2005113.h12v12.005.2008022212443.hdf,,2,DAY,"239,697227"
SC:MOD13Q1.005:2055059464,MOD13Q1.A2005129.h12v12.005.2008033065955.hdf,2005-05-09T00:00:00.0000000Z,2005-05-24T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.05.09/MOD13Q1.A2005129.h12v12.005.2008033065955.hdf,,7,DAY,"234,013419"
SC:MOD13Q1.005:2054965028,MOD13Q1.A2005129.h13v12.005.2008033064458.hdf,2005-05-09T00:00:00.0000000Z,2005-05-24T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.05.09/MOD13Q1.A2005129.h13v12.005.2008033064458.hdf,,1,DAY,"122,279078"
SC:MOD13Q1.005:2064571601,MOD13Q1.A2005145.h13v12.005.2008233124339.hdf,2005-05-25T00:00:00.0000000Z,2005-06-09T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.05.25/MOD13Q1.A2005145.h13v12.005.2008233124339.hdf,,1,DAY,"119,056499"
SC:MOD13Q1.005:2064571673,MOD13Q1.A2005145.h12v12.005.2008233124708.hdf,2005-05-25T00:00:00.0000000Z,2005-06-09T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.05.25/MOD13Q1.A2005145.h12v12.005.2008233124708.hdf,,7,BOTH,"222,55807"
SC:MOD13Q1.005:2055209418,MOD13Q1.A2005161.h12v12.005.2008039185820.hdf,2005-06-10T00:00:00.0000000Z,2005-06-25T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.06.10/MOD13Q1.A2005161.h12v12.005.2008039185820.hdf,,12,DAY,"209,801158"
SC:MOD13Q1.005:2055293675,MOD13Q1.A2005161.h13v12.005.2008039191051.hdf,2005-06-10T00:00:00.0000000Z,2005-06-25T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.06.10/MOD13Q1.A2005161.h13v12.005.2008039191051.hdf,,1,DAY,"110,821623"
SC:MOD13Q1.005:2063922101,MOD13Q1.A2005177.h13v12.005.2008204143625.hdf,2005-06-26T00:00:00.0000000Z,2005-07-11T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.06.26/MOD13Q1.A2005177.h13v12.005.2008204143625.hdf,,1,DAY,"118,792588"
SC:MOD13Q1.005:2063921356,MOD13Q1.A2005177.h12v12.005.2008204204904.hdf,2005-06-26T00:00:00.0000000Z,2005-07-11T23:59:59.0000000Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD13Q1.005/2005.06.26/MOD13Q1.A2005177.h12v12.005.2008204204904.hdf,,6,DAY,"217,786531"
